month,latitude,longitude,depth,mag,id,place
4,30,130,33,5.5,usp000807k,"Ryukyu Islands, Japan"
4,30,140,67,5.1,usp000807e,"Izu Islands, Japan region"
4,-60,-30,33,5.2,usp00080ak,South Sandwich Islands region
4,0,130,126,5.1,usp00080b2,"Halmahera, Indonesia"
4,40,80,15,6.2,usp00080b7,"southern Xinjiang, China"
4,30,130,33,5.5,usp00080c2,"Ryukyu Islands, Japan"
4,30,130,33,5.4,usp00080bp,"Ryukyu Islands, Japan"
4,-10,150,39,5.2,usp00080d6,"New Britain region, Papua New Guinea"
4,40,80,20,5.3,usp00080eb,"southern Xinjiang, China"
4,-30,-180,184,6,usp00080dq,Kermadec Islands region
4,20,120,69,5.1,usp00080fu,Taiwan
4,10,130,50,5.2,usp00080f2,"Mindanao, Philippines"
4,-30,-180,53,5.4,usp00080fz,south of the Kermadec Islands
4,-20,-70,33,5.5,usp00080gh,"off the coast of Tarapaca, Chile"
4,-10,160,33,5.6,usp00080g1,Santa Cruz Islands region
4,20,90,97,5.3,usp00080jw,Myanmar
4,-40,50,10,5.3,usp00080j9,Southwest Indian Ridge
4,-40,50,10,5.3,usp00080hs,Southwest Indian Ridge
4,-10,160,109,5,usp00080hb,Solomon Islands
4,-10,30,10,5,usp00080mu,Democratic Republic of the Congo
4,40,80,23,5.8,usp00080mp,"southern Xinjiang, China"
4,20,-90,33,5.5,usp00080m5,offshore Honduras
4,-40,50,10,5.1,usp00080kz,Southwest Indian Ridge
4,10,-70,10,5.3,usp00080mx,"Lara, Venezuela"
4,10,130,33,5.1,usp00080ps,"Samar, Philippines"
4,0,130,33,5.4,usp00080pu,"Ceram Sea, Indonesia"
4,-40,-90,10,5.5,usp00080sn,southeast of Easter Island
4,-60,-160,10,5.6,usp00080tf,Pacific-Antarctic Ridge
4,80,130,10,5.5,usp00080u5,east of Severnaya Zemlya
4,30,60,27,5.6,usp00080tj,southern Iran
4,-60,-140,10,5.5,usp00080u1,Pacific-Antarctic Ridge
4,-30,-70,105,5.6,usp00080vf,"Region Metropolitana, Chile"
4,-20,-180,400,5.1,usp00080ve,Fiji region
4,-10,170,33,5.2,usp00080x3,Vanuatu
4,-10,170,33,5.3,usp00080x4,Vanuatu
4,-10,170,33,5.3,usp00080x7,Vanuatu
4,-50,-80,33,5.2,usp00080z7,"near the coast of Aisen, Chile"
4,0,120,50,5.5,usp00080w1,Molucca Sea
4,-10,170,33,6.1,usp00080wu,Santa Cruz Islands
4,-10,170,33,5.5,usp00080z4,Vanuatu
4,-10,170,33,5.5,usp00080x1,Vanuatu
4,-10,170,33,7.7,usp00080wt,Santa Cruz Islands
4,-10,170,33,5.7,usp00080wy,Vanuatu
4,-10,170,33,6,usp00080wx,Vanuatu
4,-10,170,33,5.3,usp00080ww,Vanuatu
4,-10,170,33,5.1,usp00080xd,Vanuatu
4,-10,170,33,5.1,usp00080yt,Vanuatu
4,-10,170,33,5.4,usp00080xb,Vanuatu
4,-10,170,33,5.1,usp00080x8,Vanuatu
4,-10,170,33,5,usp00080yd,Vanuatu
4,-10,130,432,5.9,usp00080xm,"Kepulauan Barat Daya, Indonesia"
4,-10,170,33,5.1,usp00080xx,Vanuatu
4,-10,170,33,5.1,usp00080xp,Vanuatu
4,-10,170,33,5.2,usp00080yx,Vanuatu
4,-10,170,33,5.5,usp00080wz,Vanuatu
4,-10,170,33,5,usp00080xh,Vanuatu
4,-20,-180,616,5,usp00080yh,Fiji region
4,-10,170,33,5,usp00080xc,Vanuatu
4,-10,170,33,6.2,usp00080wv,Vanuatu
4,-10,170,33,5.1,usp00080zj,Vanuatu
4,10,-60,5,5,usp000810p,"Tobago region, Trinidad and Tobago"
4,10,-60,5,5,usp000810n,"Trinidad region, Trinidad and Tobago"
4,0,100,108,5.9,usp00080zw,"southern Sumatra, Indonesia"
4,10,-60,5,5.6,usp000810m,"Tobago region, Trinidad and Tobago"
4,10,-60,5,6.7,usp000810j,"Tobago region, Trinidad and Tobago"
4,-10,170,33,5,usp000811y,Vanuatu
4,-10,150,64,5,usp0008119,"New Britain region, Papua New Guinea"
4,-10,170,33,5.1,usp000812h,Vanuatu
4,-10,170,33,5.8,usp000811u,Vanuatu
4,10,150,101,6.5,usp000814h,Guam region
4,-10,170,33,5.3,usp000813j,Vanuatu
4,-10,170,33,6,usp0008135,Vanuatu
4,-10,170,33,5.1,usp0008133,Vanuatu
4,-10,170,33,5.7,usp000812s,Vanuatu
4,-10,170,33,5.4,usp000813h,Vanuatu
4,30,130,88,5.1,usp0008161,"southwestern Ryukyu Islands, Japan"
4,50,150,33,5.9,usp000817j,Kuril Islands
4,-10,170,33,5.4,usp000818u,Vanuatu
4,50,150,33,5.6,usp0008177,Kuril Islands
4,10,-60,5,5,usp000818p,"Tobago region, Trinidad and Tobago"
4,50,150,33,5,usp000817m,Kuril Islands
4,-50,-10,10,5.8,usp0008180,southern Mid-Atlantic Ridge
4,-30,-180,190,5.4,usp000817x,south of the Fiji Islands
4,-10,170,33,5.4,usp0008195,Vanuatu
4,50,150,33,5,usp000817k,Kuril Islands
4,-50,140,33,5.6,usp00081a6,west of Macquarie Island
4,20,150,192,5.4,usp000819n,"Pagan region, Northern Mariana Islands"
4,30,-120,16,5.07,ci9008753,"12km ESE of Piru, California"
4,10,100,33,5,usp00081d1,"northern Sumatra, Indonesia"
4,50,150,33,5.2,usp00081ck,Kuril Islands
4,50,150,33,5.2,usp00081cp,Kuril Islands
4,-20,170,42,6.1,usp00081bb,Vanuatu
4,-60,-140,10,5.4,usp00081ex,Pacific-Antarctic Ridge
4,-40,40,10,6.8,usp00081ec,Prince Edward Islands region
4,-30,60,10,5.4,usp00081e9,Southwest Indian Ridge
4,-10,170,33,5.5,usp00081dg,Vanuatu
4,-10,150,33,5.5,usp00081fb,"New Britain region, Papua New Guinea"
4,10,150,98,5.4,usp00081g2,"Rota region, Northern Mariana Islands"
5,20,-110,33,6.9,usp00081jx,"off the coast of Jalisco, Mexico"
5,-10,170,33,5,usp00081j4,Vanuatu
5,10,-90,33,5.2,usp00081mn,offshore El Salvador
5,-30,-180,108,6.9,usp00081pj,Kermadec Islands region
5,20,120,33,5,usp00081nj,Taiwan region
5,-30,-180,33,5.5,usp00081p5,Kermadec Islands region
5,-20,-10,10,5,usp00081q7,southern Mid-Atlantic Ridge
5,-20,-180,33,5.1,usp00081qk,Tonga region
5,-30,-180,150,5,usp00081r9,Kermadec Islands region
5,10,-60,5,5.5,usp00081qd,"Tobago region, Trinidad and Tobago"
5,60,-30,10,5.1,usp00081sd,Reykjanes Ridge
5,30,50,33,5.1,usp00081tc,southern Iran
5,20,120,33,5.5,usp00081st,"Luzon, Philippines"
5,10,90,72,5,usp00081vq,"Andaman Islands, India region"
5,10,130,138,5.1,usp00081u9,"Mindanao, Philippines"
5,60,-150,31,5.3,usp00081ua,Southern Alaska
5,-10,-80,33,5.1,usp00081vw,central Peru
5,40,50,51,5.2,usp00081wd,"Caspian Sea, offshore Turkmenistan"
5,50,160,33,5.4,usp00081x9,"off the east coast of the Kamchatka Peninsula, Russia"
5,-20,-180,218,5.6,usp00081x8,Tonga
5,30,90,35,6,usp00081x0,India-Bangladesh border region
5,10,-90,59,5.6,usp00081xu,near the coast of Nicaragua
5,50,-170,33,6,usp00081xs,"Fox Islands, Aleutian Islands, Alaska"
5,20,-100,38,5,usp00081y0,"Guerrero, Mexico"
5,40,150,33,5,usp00081zq,Kuril Islands
5,50,-170,33,5,usp00081z7,"Andreanof Islands, Aleutian Islands, Alaska"
5,-20,-70,194,5.2,usp00081yk,"Salta, Argentina"
5,10,150,29,6,usp00081z6,Guam region
5,-50,120,10,5.5,usp00081yz,south of Australia
5,0,100,33,5.6,usp0008229,"southern Sumatra, Indonesia"
5,30,60,10,7.3,usp000820p,eastern Iran
5,-10,110,600,5,usp000822j,Java Sea
5,30,60,10,5.4,usp0008218,eastern Iran
5,40,140,49,5.9,usp000824w,"eastern Honshu, Japan"
5,-30,-180,33,5.2,usp0008238,Kermadec Islands region
5,-10,150,126,5.4,usp000824k,"eastern New Guinea region, Papua New Guinea"
5,-30,-70,193,5.2,usp0008246,"Salta, Argentina"
5,-40,-100,10,6.5,usp000824u,West Chile Rise
5,20,-110,33,5.6,usp000825c,"off the coast of Jalisco, Mexico"
5,20,-110,33,5.6,usp0008265,"off the coast of Jalisco, Mexico"
5,10,120,33,5.9,usp000825y,"Panay, Philippines"
5,-50,140,10,5.4,usp000826h,western Indian-Antarctic Ridge
5,40,70,196,6.5,usp000828b,"Hindu Kush region, Afghanistan"
5,30,130,33,6.1,usp000827p,"Kyushu, Japan"
5,-10,-110,10,5.3,usp0008278,central East Pacific Rise
5,30,90,33,5,usp00082az,Xizang-Qinghai border region
5,-20,170,33,6,usp00082bu,southeast of the Loyalty Islands
5,10,-90,274,5.5,usp00082b1,Guatemala
5,40,70,185,5,usp00082by,"Hindu Kush region, Afghanistan"
5,-20,-170,33,5.5,usp00082bq,Tonga
5,-20,170,33,5.7,usp00082cr,southeast of the Loyalty Islands
5,30,100,33,5.2,usp00082ck,eastern Xizang
5,-60,-20,10,5.2,usp00082cg,east of the South Sandwich Islands
5,40,20,10,5.4,usp00082cd,Albania
5,60,160,33,5.5,usp00082d7,"near the east coast of the Kamchatka Peninsula, Russia"
5,0,-20,10,5.2,usp00082cx,north of Ascension Island
5,10,60,10,5.3,usp00082db,Carlsberg Ridge
5,-30,-70,106,5.5,usp00082dh,"Atacama, Chile"
5,0,100,33,5.4,usp00082gp,"Kepulauan Mentawai region, Indonesia"
5,-10,120,201,5.3,usp00082g7,Flores Sea
5,-30,-180,33,5.6,usp00082f8,"Kermadec Islands, New Zealand"
5,-20,-180,62,5.1,usp00082ff,Tonga
5,-10,150,92,5.2,usp00082hu,"eastern New Guinea region, Papua New Guinea"
5,10,-80,10,5.8,usp00082h0,south of Panama
5,30,140,33,5.4,usp00082gz,"off the east coast of Honshu, Japan"
5,0,130,33,5,usp00082hf,Molucca Sea
5,-60,150,10,5.9,usp00082ks,west of Macquarie Island
5,30,140,102,5,usp00082jr,"Izu Islands, Japan region"
5,0,-20,10,5.4,usp00082n6,north of Ascension Island
5,-20,180,33,6,usp00082n0,Fiji region
5,-20,-170,33,5.6,usp00082mf,Tonga
5,-20,-180,70,5.4,usp00082kz,Tonga
5,40,-10,19,5.3,usp00082nk,Spain
5,30,140,20,5.1,usp00082nf,"near the south coast of Honshu, Japan"
5,20,80,36,5.8,usp00082nd,"Madhya Pradesh, India"
5,40,-10,19,5.4,usp00082nm,Spain
5,-20,170,57,6.8,usp00082mx,Vanuatu
5,50,160,33,5.1,usp00082q6,Kuril Islands
5,20,120,34,6.1,usp00082q0,"Luzon, Philippines"
5,20,-100,70,6.5,usp00082pq,"Michoacan, Mexico"
5,40,-10,17,5.1,usp00082nt,Spain
5,-10,160,33,5.4,usp00082rd,Solomon Islands
5,30,140,11,5.8,usp00082rt,"near the south coast of Honshu, Japan"
5,30,130,136,5.4,usp00082s0,"Ryukyu Islands, Japan"
5,30,140,33,5.3,usp00082sg,"off the east coast of Honshu, Japan"
5,-10,170,33,5.3,usp00082ss,Vanuatu
5,-30,-180,33,5,usp00082tf,south of the Kermadec Islands
5,-30,180,333,7.1,usp00082uf,south of the Kermadec Islands
5,-20,-70,36,5.5,usp00082ub,"near the coast of Antofagasta, Chile"
5,-50,170,33,5.2,usp00082v3,off the west coast of the South Island of New Zealand
5,-60,-140,10,6.1,usp00082vy,Pacific-Antarctic Ridge
5,20,150,536,5.6,usp00082wf,"Anatahan region, Northern Mariana Islands"
5,-20,-170,33,5.6,usp00082w8,Tonga
5,-20,-170,14,6.4,usp00082w3,Tonga
5,0,120,156,5.2,usp00082ws,"Minahasa, Sulawesi, Indonesia"
5,-50,30,10,5,usp00082xm,Prince Edward Islands region
5,-20,-170,33,5.2,usp00082yj,Tonga
5,-40,-100,10,6.5,usp00082yt,southeast of Easter Island
5,-60,-30,33,5.4,usp00082xx,South Sandwich Islands region
5,40,80,33,5.1,usp00082zg,"southern Xinjiang, China"
5,-50,10,10,5.6,usp00082zt,Bouvet Island region
5,40,70,33,5,usp000830r,Pakistan
6,-20,-180,33,5.2,usp000831a,south of Tonga
6,-20,-10,10,5,usp000831r,southern Mid-Atlantic Ridge
6,30,130,33,5.6,usp000831h,"Ryukyu Islands, Japan"
6,30,130,33,5.4,usp000832x,"Ryukyu Islands, Japan"
6,40,70,99,5,usp000832g,"Hindu Kush region, Afghanistan"
6,-60,-30,33,6.1,usp0008336,South Sandwich Islands region
6,0,150,33,5.6,usp000832y,Bismarck Sea
6,-50,140,10,5.5,usp0008335,west of Macquarie Island
6,0,120,33,5.4,usp000833v,"Sulawesi, Indonesia"
6,-20,-180,139,5.2,usp000835w,Tonga
6,50,170,33,5.1,usp000835u,"Near Islands, Aleutian Islands, Alaska"
6,-60,150,10,5.7,usp000835q,west of Macquarie Island
6,-60,160,10,5.6,usp000836x,Macquarie Island region
6,10,140,31,5.3,usp000836t,Mariana Islands region
6,-10,160,27,5.1,usp0008372,Solomon Islands
6,10,50,33,5.4,usp000838b,Gulf of Aden
6,-20,-180,500,5.1,usp000838j,Fiji region
6,40,-130,5,5.4,usp000838w,off the coast of Northern California
6,-60,-130,10,5.4,usp000839r,Pacific-Antarctic Ridge
6,-20,170,33,6,usp00083aj,southeast of the Loyalty Islands
6,-20,170,33,5.2,usp00083aa,Vanuatu
6,-30,-70,62,5.2,usp00083b0,"offshore Coquimbo, Chile"
6,-40,-110,10,6.5,usp00083cd,southern East Pacific Rise
6,-20,-180,573,5.5,usp00083d7,Fiji region
6,-20,-180,164,5.8,usp00083d2,south of the Fiji Islands
6,0,100,57,5.6,usp00083dm,"northern Sumatra, Indonesia"
6,-10,150,33,6.1,usp00083ed,"eastern New Guinea region, Papua New Guinea"
6,-50,10,10,5.1,usp00083fa,southwest of Africa
6,-10,160,55,5.3,usp00083j6,"Bougainville region, Papua New Guinea"
6,-60,-30,33,5.4,usp00083j5,South Sandwich Islands region
6,40,140,97,5.3,usp00083hj,"Hokkaido, Japan region"
6,-10,160,33,5.5,usp00083je,Solomon Islands
6,40,-140,10,5.2,usp00083m5,North Pacific Ocean
6,-30,-180,33,5.1,usp00083kw,south of the Kermadec Islands
6,30,60,10,5,usp00083k0,Iran-Afghanistan border region
6,0,140,33,5.2,usp00083k5,"Papua, Indonesia"
6,-20,-180,33,5.3,usp00083mu,Tonga
6,-30,-180,33,5.1,usp00083mj,south of the Kermadec Islands
6,-30,-70,28,5.6,usp00083nn,"Santiago Del Estero, Argentina"
6,-10,130,125,5,usp00083n9,Banda Sea
6,50,-180,33,6.4,usp00083nk,"Andreanof Islands, Aleutian Islands, Alaska"
6,-10,120,145,5.2,usp00083nd,"Flores region, Indonesia"
6,30,70,33,5.2,usp00083n0,Pakistan
6,-30,-180,33,5.3,usp00083py,south of the Kermadec Islands
6,10,140,10,5.4,usp00083pq,Guam region
6,-30,-180,33,5.1,usp00083q8,south of the Kermadec Islands
6,-30,-180,200,5.2,usp00083q5,"Kermadec Islands, New Zealand"
6,-30,-70,106,5.4,usp00083qr,"Region Metropolitana, Chile"
6,10,130,107,5.1,usp00083qg,"Mindanao, Philippines"
6,30,130,49,5,usp00083qj,"southwestern Ryukyu Islands, Japan"
6,-10,120,50,5.4,usp00083r3,"Flores region, Indonesia"
6,50,160,30,5.1,usp00083r2,"off the east coast of the Kamchatka Peninsula, Russia"
6,-30,-70,118,5.1,usp00083qv,"Mendoza, Argentina"
6,50,-170,33,5.3,usp00083r7,"Andreanof Islands, Aleutian Islands, Alaska"
6,20,150,33,5,usp00083s6,Mariana Islands region
6,30,60,10,5.6,usp00083rt,eastern Iran
6,-30,-180,33,5,usp00083t8,south of the Kermadec Islands
6,0,130,100,5.1,usp00083sp,"Halmahera, Indonesia"
6,20,150,48,5.3,usp00083sj,Mariana Islands region
6,50,-180,33,5.1,usp00083ty,"Andreanof Islands, Aleutian Islands, Alaska"
6,20,120,33,5.2,usp00083u4,Taiwan region
6,30,140,33,5.3,usp00083ub,"Izu Islands, Japan region"
6,50,-120,7,5,usp00083ve,"Seattle-Tacoma urban area, Washington"
6,10,-80,22,5.3,usp00083uw,Costa Rica
6,0,130,33,6.4,usp00083xm,"Kepulauan Obi, Indonesia"
6,40,80,67,5.1,usp00083wn,"southern Xinjiang, China"
6,-20,170,33,5.9,usp00083x8,Vanuatu region
6,30,130,10,5.9,usp00083yd,"western Honshu, Japan"
6,-10,170,100,5,usp00083y5,Santa Cruz Islands
6,-20,-170,33,5.8,usp00083y1,Tonga
6,30,60,10,5.9,usp00083z1,eastern Iran
6,-40,50,10,5.3,usp00083yk,Southwest Indian Ridge
6,-30,60,10,5.4,usp0008404,Southwest Indian Ridge
6,10,-80,10,5.8,usp00083zw,south of Panama
6,0,100,33,5.1,usp00083zr,"southern Sumatra, Indonesia"
6,0,140,33,5,usp000840x,"near the north coast of Papua, Indonesia"
6,-50,-120,10,6.3,usp000840p,southern East Pacific Rise
6,40,-30,10,5.9,usp0008416,"Azores Islands, Portugal"
6,40,-30,10,5.2,usp000841v,"Azores Islands, Portugal"
6,40,-30,10,5.1,usp000843c,"Azores Islands, Portugal"
6,-20,-180,500,5.2,usp0008431,south of the Fiji Islands
6,-10,130,100,5.4,usp000844q,Banda Sea
6,-20,170,151,5.4,usp000844m,Vanuatu
6,20,-160,8,5.7,usp000845q,"Hawaii region, Hawaii"
6,-30,-180,33,5.2,usp000845g,south of the Kermadec Islands
6,0,-80,33,5.8,usp000845z,Peru-Ecuador border region
7,20,120,33,5.4,usp000847c,"Babuyan Islands region, Philippines"
7,40,150,65,5.2,usp000846h,"Hokkaido, Japan region"
7,0,140,33,5.3,usp000849u,"Papua, Indonesia"
7,20,120,33,5.1,usp00084c4,Taiwan
7,50,-180,33,5.1,usp00084be,"Andreanof Islands, Aleutian Islands, Alaska"
7,-60,-10,10,5.5,usp00084b9,east of the South Sandwich Islands
7,-50,-80,10,5.2,usp00084ck,"off the coast of Aisen, Chile"
7,-30,70,10,5,usp00084cg,Indian Ocean Triple Junction
7,-10,170,33,5.4,usp00084ef,Santa Cruz Islands region
7,-30,70,10,5,usp00084ct,Indian Ocean Triple Junction
7,-20,-170,100,5.3,usp00084cs,Tonga
7,-20,-180,587,5.3,usp00084eh,south of the Fiji Islands
7,20,-90,33,6.1,usp00084fp,offshore Honduras
7,30,140,33,5.1,usp00084fn,"off the east coast of Honshu, Japan"
7,-30,-70,19,6.8,usp00084ez,"offshore Coquimbo, Chile"
7,-30,-70,33,5.8,usp00084fx,"offshore Coquimbo, Chile"
7,0,100,29,5.9,usp00084gt,"Nias region, Indonesia"
7,-10,150,64,5.8,usp00084gp,"eastern New Guinea region, Papua New Guinea"
7,0,100,25,5.5,usp00084gs,"Nias region, Indonesia"
7,0,140,33,5.3,usp00084gr,"Papua, Indonesia"
7,0,150,242,5.2,usp00084hk,"New Ireland region, Papua New Guinea"
7,50,-180,33,5.9,usp00084j6,"Andreanof Islands, Aleutian Islands, Alaska"
7,30,140,428,5,usp00084j4,"Izu Islands, Japan region"
7,20,140,33,5.8,usp00084hr,"Volcano Islands, Japan region"
7,-50,-130,29,5.4,usp00084ja,Pacific-Antarctic Ridge
7,10,-60,10,5.2,usp00084m5,"Sucre, Venezuela"
7,10,-60,20,7,usp00084m2,"Sucre, Venezuela"
7,50,-30,10,5.4,usp00084kp,northern Mid-Atlantic Ridge
7,40,140,64,5.1,usp00084kc,"near the south coast of Honshu, Japan"
7,10,-60,10,5.3,usp00084m3,"Sucre, Venezuela"
7,10,130,50,5.3,usp00084ms,"Mindanao, Philippines"
7,-10,110,33,5.3,usp00084nf,"south of Java, Indonesia"
7,-40,60,10,5.4,usp00084pc,Southwest Indian Ridge
7,-10,150,55,5.1,usp00084nt,"New Britain region, Papua New Guinea"
7,0,130,33,5.4,usp00084mt,"Papua, Indonesia"
7,-20,-70,33,5.9,usp00084np,"near the coast of Antofagasta, Chile"
7,-10,120,33,5.4,usp00084nn,"south of Sumbawa, Indonesia"
7,0,130,58,5.3,usp00084qc,Molucca Sea
7,-20,-70,106,5.4,usp00084pt,"Tarapaca, Chile"
7,40,-130,10,5.4,usp00084pr,off the coast of Oregon
7,20,100,138,5.4,usp00084qd,Myanmar
7,-10,110,574,6,usp00084q6,Java Sea
7,-10,110,33,5.3,usp00084s7,"south of Java, Indonesia"
7,-20,-70,123,5.3,usp00084rp,"Potosi, Bolivia"
7,-20,-70,125,5.3,usp00084tu,"Antofagasta, Chile"
7,-10,130,296,5.3,usp00084tg,"Kepulauan Barat Daya, Indonesia"
7,40,150,33,6.1,usp00084va,Kuril Islands
7,30,120,103,5.6,usp00084wh,Taiwan region
7,30,-40,10,5.4,usp00084xx,northern Mid-Atlantic Ridge
7,-20,-180,33,5.1,usp00084yv,Tonga region
7,-60,-30,33,5.1,usp000850r,South Sandwich Islands region
7,50,150,150,5.2,usp0008514,Kuril Islands
7,30,90,47,5,usp000850y,"Assam, India"
7,30,70,33,5,usp000850w,Pakistan
7,-30,-70,26,5.9,usp000851m,"offshore Coquimbo, Chile"
7,-20,-180,19,5.2,usp0008518,Fiji region
7,-20,170,33,5.7,usp000851v,southeast of the Loyalty Islands
7,20,-100,33,6.9,usp000851t,"Oaxaca, Mexico"
7,50,-170,14,6.1,usp000852j,"Fox Islands, Aleutian Islands, Alaska"
7,0,130,33,5.1,usp000853d,"north of Halmahera, Indonesia"
7,50,-170,10,5,usp000852n,"Fox Islands, Aleutian Islands, Alaska"
7,-10,150,122,5,usp000853b,"New Guinea, Papua New Guinea"
7,-20,-70,256,6.1,usp000853a,"Jujuy, Argentina"
7,10,130,56,5.1,usp000854u,Philippine Islands region
7,-30,30,5,5,usp000854n,South Africa
7,-10,-110,10,5.4,usp000854k,central East Pacific Rise
7,-60,-130,10,5.4,usp000854a,Pacific-Antarctic Ridge
7,-20,170,33,5.3,usp000854x,Vanuatu
7,-30,-70,33,6,usp000855a,"offshore Coquimbo, Chile"
7,-30,-70,33,5.5,usp0008553,"offshore Coquimbo, Chile"
7,-10,160,51,5.5,usp0008561,"Bougainville region, Papua New Guinea"
7,-30,-70,33,5.4,usp000855f,"offshore Coquimbo, Chile"
7,20,120,33,5.1,usp0008576,Philippine Islands region
7,10,-30,10,5.4,usp000856x,central Mid-Atlantic Ridge
7,-20,-180,33,5.2,usp000856d,Tonga region
7,0,120,139,5.3,usp000857j,"Sulawesi, Indonesia"
7,-50,120,10,5.3,usp000858r,western Indian-Antarctic Ridge
7,-10,-80,30,5.3,usp0008582,northern Peru
7,-10,-80,66,5,usp0008586,near the coast of northern Peru
7,-30,-70,33,5.7,usp000859s,"offshore Coquimbo, Chile"
7,-30,-70,33,6.2,usp00085ak,"offshore Coquimbo, Chile"
7,-30,-70,33,5.5,usp00085au,"offshore Coquimbo, Chile"
7,-30,-70,33,6.1,usp00085at,"offshore Coquimbo, Chile"
7,-30,-70,53,5,usp00085bc,"Atacama, Chile"
7,-10,120,587,5.2,usp00085d6,Flores Sea
7,20,150,89,5.1,usp00085d1,"Pagan region, Northern Mariana Islands"
7,0,140,33,5,usp00085cx,"Papua region, Indonesia"
7,-30,-70,33,6.3,usp00085dt,"offshore Coquimbo, Chile"
7,-10,-70,93,5.2,usp00085em,central Peru
7,20,-50,10,5,usp00085ef,northern Mid-Atlantic Ridge
7,40,20,33,5.8,usp00085e4,central Mediterranean Sea
7,-10,100,53,5.1,usp00085ex,"southwest of Sumatra, Indonesia"
7,30,60,33,5.1,usp00085f0,southern Iran
7,0,130,116,5,usp00085ga,"Halmahera, Indonesia"
7,30,-110,10,5.4,usp00085fn,Gulf of California
7,20,140,25,5.1,usp00085fm,"Volcano Islands, Japan region"
7,20,140,33,5.9,usp00085fb,"Volcano Islands, Japan region"
7,40,-40,10,5.1,usp00085gd,northern Mid-Atlantic Ridge
7,-30,-70,33,5.2,usp00085gm,"offshore Coquimbo, Chile"
7,0,-90,10,5.5,usp00085hr,"Galapagos Islands, Ecuador region"
7,20,90,33,5.3,usp00085mv,Myanmar-India border region
7,-10,130,59,6,usp00085n5,Banda Sea
8,0,130,155,5,usp00085nm,"Halmahera, Indonesia"
8,0,140,33,5.2,usp00085rj,"Biak region, Indonesia"
8,-40,-20,10,5.6,usp00085se,southern Mid-Atlantic Ridge
8,-40,180,100,5.3,usp00085tc,off the east coast of the North Island of New Zealand
8,-20,-180,33,6.1,usp00085sy,Tonga
8,-60,-30,33,5.1,usp00085t4,South Sandwich Islands region
8,-20,-180,33,6,usp00085t1,Tonga
8,-10,130,110,5.4,usp00085sa,Banda Sea
8,-20,-170,33,5.4,usp00085un,Tonga
8,30,-40,10,5.5,usp00085tq,northern Mid-Atlantic Ridge
8,-30,-70,33,5.6,usp00085w5,"offshore Coquimbo, Chile"
8,-10,160,33,5.5,usp00085vm,Solomon Islands
8,-20,180,550,5.6,usp00085wc,south of the Fiji Islands
8,20,140,50,5.2,usp00085wh,"Volcano Islands, Japan region"
8,-20,-180,10,6.6,usp00085yy,Fiji region
8,40,140,68,5.1,usp00085yu,"near the south coast of Honshu, Japan"
8,-50,40,10,5.1,usp00085yk,Prince Edward Islands region
8,30,100,33,5.2,usp00085z8,eastern Xizang
8,-60,-30,94,5.2,usp0008624,South Sandwich Islands region
8,10,130,61,5.4,usp000861d,"Mindanao, Philippines"
8,-20,120,10,6.3,usp0008612,Western Australia
8,0,-80,35,5,usp0008638,Peru-Ecuador border region
8,20,150,156,5.1,usp000862n,"Pagan region, Northern Mariana Islands"
8,-20,-70,55,5.3,usp000864m,near the coast of southern Peru
8,-10,150,33,5.1,usp0008647,"New Britain region, Papua New Guinea"
8,40,80,33,5,usp0008665,Kyrgyzstan
8,30,130,55,6.2,usp000865k,"southwestern Ryukyu Islands, Japan"
8,-20,70,10,5.2,usp0008674,Mauritius - Reunion region
8,0,120,33,5.5,usp000867t,"Sulawesi, Indonesia"
8,-10,170,47,5.5,usp000867e,Santa Cruz Islands region
8,0,-110,10,6.3,usp000868g,central East Pacific Rise
8,-10,-80,33,5.7,usp000869c,near the coast of northern Peru
8,-10,120,74,5.4,usp00086bf,"Flores region, Indonesia"
8,0,130,75,5.3,usp00086bk,Molucca Sea
8,-10,170,26,6,usp00086cf,Vanuatu
8,-10,170,33,5.4,usp00086db,Vanuatu
8,-10,170,33,5.3,usp00086du,Santa Cruz Islands
8,-20,-170,33,5.5,usp00086dh,Tonga
8,-30,-70,33,5.7,usp00086de,"offshore Coquimbo, Chile"
8,10,130,69,5.3,usp00086em,"Mindanao, Philippines"
8,-40,80,10,6.5,usp00086gu,Mid-Indian Ridge
8,0,100,33,6,usp00086g8,"northern Sumatra, Indonesia"
8,10,130,55,5.2,usp00086jj,"Mindanao, Philippines"
8,0,130,145,5.2,usp00086ju,"Kepulauan Talaud, Indonesia"
8,10,130,49,5.2,usp00086mm,"Mindanao, Philippines"
8,30,70,33,5.6,usp00086nj,Pakistan
8,10,-90,139,5.6,usp00086n0,El Salvador
8,30,50,33,5,usp00086p4,southern Iran
8,20,120,33,5.3,usp00086p1,Taiwan region
8,20,120,33,5.4,usp00086nf,Taiwan region
8,-20,-180,394,5.6,usp00086pw,Fiji region
8,20,120,33,5.2,usp00086pq,Taiwan region
8,10,130,135,5.4,usp00086pa,"Mindanao, Philippines"
8,0,100,33,5.5,usp00086q7,"Kepulauan Mentawai region, Indonesia"
8,0,130,152,5,usp00086qw,"Minahasa, Sulawesi, Indonesia"
8,-10,-20,10,5.2,usp00086qu,South Atlantic Ocean
8,-60,-30,33,5,usp00086qm,South Sandwich Islands region
8,-60,-30,33,5.6,usp00086qh,South Sandwich Islands region
8,50,160,33,5.1,usp00086qg,"off the east coast of the Kamchatka Peninsula, Russia"
